"(6.406341286344139, 50.320042180286215, 6.409721749073221, 50.32220055214042)"
"(6.409721749073221, 50.320042180286215, 6.413102211802302, 50.32220055214042)"
"(6.406378205864898, 50.32220055214042, 6.409758822105501, 50.32435892399463)"
"(6.402960823615057, 50.320042180286215, 6.406341286344139, 50.32220055214042)"
"(6.419900670827308, 50.32220055214042, 6.423281287067911, 50.32435892399463)"
"(6.413102211802302, 50.320042180286215, 6.416482674531384, 50.32220055214042)"
"(6.402997589624295, 50.32220055214042, 6.406378205864899, 50.32435892399463)"
"(6.4097588221055, 50.32220055214042, 6.413139438346104, 50.32435892399463)"
"(6.416482674531384, 50.320042180286215, 6.4198631372604655, 50.32220055214042)"
"(6.413176669434707, 50.32435892399463, 6.416557439205571, 50.32651729584884)"
"(6.416520054586705, 50.32220055214042, 6.4199006708273085, 50.32435892399463)"
"(6.4030343601221125, 50.32435892399463, 6.406415129892976, 50.32651729584884)"
"(6.413139438346103, 50.32220055214042, 6.416520054586706, 50.32435892399463)"
"(6.406452058428802, 50.32651729584884, 6.409832981748672, 50.328675667703045)"
"(6.4165574392055715, 50.32435892399463, 6.419938208976435, 50.32651729584884)"
"(6.409795899663842, 50.32435892399463, 6.413176669434706, 50.32651729584884)"
"(6.406415129892977, 50.32435892399463, 6.409795899663841, 50.32651729584884)"
"(6.419975751708283, 50.32651729584884, 6.423356675028153, 50.328675667703045)"
"(6.403071135108932, 50.32651729584884, 6.406452058428802, 50.328675667703045)"
"(6.409832981748672, 50.32651729584884, 6.413213905068543, 50.328675667703045)"
"(6.419938208976436, 50.32435892399463, 6.4233189787473, 50.32651729584884)"
"(6.4132511452484735, 50.328675667703045, 6.416632222136096, 50.33083403955725)"
"(6.707404834471637, 50.328675667703045, 6.71078591135926, 50.33083403955725)"
"(6.403107914585606, 50.328675667703045, 6.406488991473228, 50.33083403955725)"
"(6.413213905068543, 50.32651729584884, 6.416594828388413, 50.328675667703045)"
"(6.416594828388413, 50.32651729584884, 6.419975751708283, 50.328675667703045)"
"(6.4031446985529845, 50.33083403955725, 6.406525929027111, 50.33299241141146)"
"(6.416632222136096, 50.328675667703045, 6.420013299023719, 50.33083403955725)"
"(6.71078591135926, 50.328675667703045, 6.714166988246882, 50.33083403955725)"
"(6.402960823615057, 50.320042180286215, 6.406341286344139, 50.32220055214042)"
"(6.406341286344139, 50.320042180286215, 6.409721749073221, 50.32220055214042)"
"(6.409721749073221, 50.320042180286215, 6.413102211802302, 50.32220055214042)"
"(6.413102211802302, 50.320042180286215, 6.416482674531384, 50.32220055214042)"
"(6.416482674531384, 50.320042180286215, 6.4198631372604655, 50.32220055214042)"
"(6.406378205864898, 50.32220055214042, 6.409758822105501, 50.32435892399463)"
"(6.4097588221055, 50.32220055214042, 6.413139438346104, 50.32435892399463)"
"(6.413139438346103, 50.32220055214042, 6.416520054586706, 50.32435892399463)"
"(6.402997589624295, 50.32220055214042, 6.406378205864899, 50.32435892399463)"
"(6.419900670827308, 50.32220055214042, 6.423281287067911, 50.32435892399463)"
"(6.406415129892977, 50.32435892399463, 6.409795899663841, 50.32651729584884)"
"(6.4030343601221125, 50.32435892399463, 6.406415129892976, 50.32651729584884)"
"(6.413176669434707, 50.32435892399463, 6.416557439205571, 50.32651729584884)"
"(6.416520054586705, 50.32220055214042, 6.4199006708273085, 50.32435892399463)"
"(6.4165574392055715, 50.32435892399463, 6.419938208976435, 50.32651729584884)"
"(6.406452058428802, 50.32651729584884, 6.409832981748672, 50.328675667703045)"
"(6.419938208976436, 50.32435892399463, 6.4233189787473, 50.32651729584884)"
"(6.409795899663842, 50.32435892399463, 6.413176669434706, 50.32651729584884)"
"(6.409832981748672, 50.32651729584884, 6.413213905068543, 50.328675667703045)"
"(6.413213905068543, 50.32651729584884, 6.416594828388413, 50.328675667703045)"
"(6.419975751708283, 50.32651729584884, 6.423356675028153, 50.328675667703045)"
"(6.9333305933993, 51.49635484082932, 6.9367975807043445, 51.49851321268353)"
"(6.936797580704344, 51.49635484082932, 6.940264568009388, 51.49851321268353)"
"(6.926396618789213, 51.49635484082932, 6.9298636060942576, 51.49851321268353)"
"(6.929863606094257, 51.49635484082932, 6.933330593399301, 51.49851321268353)"
"(6.929926900048195, 51.49851321268353, 6.9333940515398895, 51.500671584537734)"
"(6.9333940515398895, 51.49851321268353, 6.936861203031584, 51.500671584537734)"
"(6.940264568009387, 51.49635484082932, 6.943731555314431, 51.49851321268353)"
"(6.926459748556501, 51.49851321268353, 6.929926900048195, 51.500671584537734)"
"(6.943795506014973, 51.49851321268353, 6.947262657506667, 51.500671584537734)"
"(6.947262657506667, 51.49851321268353, 6.950729808998362, 51.500671584537734)"
"(6.936861203031584, 51.49851321268353, 6.940328354523278, 51.500671584537734)"
"(6.940328354523278, 51.49851321268353, 6.943795506014973, 51.500671584537734)"
"(6.9126536233998594, 51.500671584537734, 6.916120939098676, 51.50282995639194)"
"(6.916120939098676, 51.500671584537734, 6.919588254797493, 51.50282995639194)"
"(6.9057189920022255, 51.500671584537734, 6.9091863077010425, 51.50282995639194)"
"(6.9091863077010425, 51.500671584537734, 6.9126536233998594, 51.50282995639194)"
"(6.933457517592761, 51.500671584537734, 6.936924833291578, 51.50282995639194)"
"(6.936924833291578, 51.500671584537734, 6.940392148990395, 51.50282995639194)"
"(6.926522886195127, 51.500671584537734, 6.929990201893944, 51.50282995639194)"
"(6.947326780388029, 51.500671584537734, 6.950794096086846, 51.50282995639194)"
"(6.929990201893944, 51.500671584537734, 6.933457517592761, 51.50282995639194)"
